Company Name,Ticker
AVA RISK GROUP LIMITED,AVA
BALLYMORE RESOURCES LIMITED,BMR
BIOME AUSTRALIA LIMITED,BIO
BIOTRON LIMITED,BIT
BLUEBET HOLDINGS LTD,BBT
BOOM LOGISTICS LIMITED,BOL
BPH ENERGY LTD,BPH
BRAZILIAN CRITICAL MINERALS LIMITED,BCM
BRICKWORKS LIMITED,BKW
BRISCOE GROUP AUSTRALASIA LIMITED,BGP
BSA LIMITED,BSA
CAMBIUM BIO LIMITED,CMB
CARBINE RESOURCES LIMITED,CRB
CARDNO LIMITED,CDD
CENTURIA CAPITAL GROUP,CNI
CHALLENGER LIMITED,CGF
COBRAM ESTATE OLIVES LIMITED,CBO
COMMONWEALTH BANK OF AUSTRALIA.,CBA
CUE ENERGY RESOURCES LIMITED,CUE
CYCLOPHARM LIMITED,CYC
DANAKALI LIMITED,DNK
DIATREME RESOURCES LIMITED,DRX
DOWNER EDI LIMITED,DOW
DUBBER CORPORATION LIMITED,DUB
DURATEC LIMITED,DUR
DY6 METALS LTD,DY6
EASTERN RESOURCES LIMITED,EFE
EBR SYSTEMS INC.,EBR
EMPIRE ENERGY GROUP LIMITED,EEG
ENDEAVOUR GROUP LIMITED,EDV
ENERGY TECHNOLOGIES LIMITED,EGY
ENERGY WORLD CORPORATION LTD,EWC
EQT HOLDINGS LIMITED,EQT
EROAD LIMITED,ERD
FAR NORTHERN RESOURCES LIMITED,FNR
FBR LTD,FBR
FINEXIA FINANCIAL GROUP LIMITED,FNX
FINTECH CHAIN LIMITED,FTC
FIRST GRAPHENE LIMITED,FGR
FIRST LITHIUM LIMITED,FL1
FIRSTMAC MORTGAGE FUNDING TRUST NO.4 SERIES 4-2019,FM1
FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED,FPH
FRONTIER ENERGY LIMITED,FHE
GARDA PROPERTY GROUP,GDF
GLOBE INTERNATIONAL LIMITED,GLB
GOOD DRINKS AUSTRALIA LTD,GDA
GREAT NORTHERN MINERALS LIMITED,GNM
HANSEN TECHNOLOGIES LIMITED,HSN
HITIQ LIMITED,HIQ
HOLISTA COLLTECH LIMITED,HCT
HOTEL PROPERTY INVESTMENTS,HPI
IMDEX LIMITED,IMD
INCA MINERALS LIMITED,ICG
INVENTIS LIMITED,IVT
IPH LIMITED,IPH
JAMES BAY MINERALS LIMITED,JBY
JATCORP LIMITED,JAT
JAYEX TECHNOLOGY LIMITED,JTL
K-TIG LIMITED,KTG
LAKES BLUE ENERGY NL,LKO
LEEUWIN METALS LTD,LM1
LIFESTYLE COMMUNITIES LIMITED,LIC
LIGHTNING MINERALS LTD,L1M
LINIUS TECHNOLOGIES LIMITED,LNU
MACARTHUR MINERALS LIMITED,MIO
MAGELLAN GLOBAL FUND.,MGF
MEDLAB CLINICAL LIMITED,MDC
MEGAPORT LIMITED,MP1
METALICITY LIMITED,MCT
MMA OFFSHORE LIMITED,MRM
MULTISTACK INTERNATIONAL LIMITED,MSI
MY FOODIE BOX LIMITED,MBX
NAVARRE MINERALS LIMITED,NML
NORTH STAWELL MINERALS LTD,NSM
NORTHERN STAR RESOURCES LTD,NST
NT MINERALS LIMITED,NTM
OFX GROUP LIMITED,OFX
OPTISCAN IMAGING LIMITED,OIL
OVANTI LIMITED,OVT
PEARL GULL IRON LIMITED,PLG
PERCHERON THERAPEUTICS LIMITED,PER
PPK GROUP LIMITED,PPK
PREMIER1 LITHIUM LIMITED,PLC
PUMA SERIES 2023-1 TRUST,PUT
PVW RESOURCES LIMITED,PVW
REGENER8 RESOURCES NL,R8R
REWARD MINERALS LTD,RWD
ROOLIFE GROUP LTD,RLG
SACGASCO LIMITED,SGC
SERVICE STREAM LIMITED,SSM
SIHAYO GOLD LIMITED,SIH
SKIN ELEMENTS LIMITED,SKN
SSH GROUP LTD,SSH
STATE GAS LIMITED,GAS
STEADFAST GROUP LIMITED,SDF
TAITON RESOURCES LIMITED,T88
TAMAWOOD LIMITED,TWD
TERRAMIN AUSTRALIA LIMITED.,TZN
THUNDERBIRD RESOURCES LIMITED,THB
TORRENS SERIES 2015-1 TRUST,TNJ
WALKABOUT RESOURCES LTD,WKT
WAM GLOBAL LIMITED,WGB
WAM LEADERS LIMITED,WLE
WAM STRATEGIC VALUE LIMITED,WAR
WASHINGTON H SOUL PATTINSON & COMPANY LIMITED,SOL
WISEWAY GROUP LIMITED,WWG
WT FINANCIAL GROUP LIMITED,WTL
YPB GROUP LTD,YPB
360 CAPITAL MORTGAGE REIT,TCF
3D ENERGI LIMITED,TDO
8I HOLDINGS LTD,8IH
AERIS RESOURCES LIMITED,AIS
AEROMETREX LIMITED,AMX
AMBERTECH LIMITED,AMO
ANTILLES GOLD LIMITED,AAU
ARCADIUM LITHIUM PLC,LTM
ARGO INVESTMENTS LIMITED,ARG
AUDEARA LIMITED,AUA
AURUMIN LIMITED,AUN
AUSTRALIAN BOND EXCHANGE HOLDINGS LIMITED,ABE
AXIOM PROPERTIES LIMITED,AXI
BCI MINERALS LIMITED,BCI
BEACON MINERALS LIMITED,BCN
BELLEVUE GOLD LIMITED,BGL
BLACKSTONE MINERALS LIMITED,BSX
BOSS ENERGY LTD,BOE
BPH GLOBAL LTD,BP8
CADOUX LIMITED,CCM
CD PRIVATE EQUITY FUND II,CD2
CENTRAL PETROLEUM LIMITED,CTP
CFOAM LIMITED,CFO
CHARTER HALL LONG WALE REIT,CLW
CLASSIC MINERALS LTD,CLZ
COMPLII FINTECH SOLUTIONS LTD,CF1
CONTACT ENERGY LIMITED,CEN
COPPER SEARCH LIMITED,CUS
CYCLONE METALS LIMITED,CLE
CZR RESOURCES LTD,CZR
DATADOT TECHNOLOGY LIMITED,DDT
E79 GOLD MINES LIMITED,E79
EAGERS AUTOMOTIVE LIMITED,APE
EASTERN METALS LIMITED,EMS
ENVIRONMENTAL CLEAN TECHNOLOGIES LIMITED.,ECT
EPSILON HEALTHCARE LIMITED,EPN
EQUITY STORY GROUP LTD,EQS
EVOLUTION MINING LIMITED,EVN
FAT PROPHETS GLOBAL PROPERTY FUND,FPP
FONTERRA SHAREHOLDERS' FUND,FSF
GOODMAN GROUP,GMG
GROWTHPOINT PROPERTIES AUSTRALIA,GOZ
HAWTHORN RESOURCES LIMITED,HAW
HIPAGES GROUP HOLDINGS LTD,HPG
IPB PETROLEUM LIMITED,IPB
JUDO CAPITAL HOLDINGS LIMITED,JDO
JUNO MINERALS LIMITED,JNO
KILLI RESOURCES LIMITED,KLI
KIN MINING NL,KIN
KULA GOLD LIMITED,KGD
LINDIAN RESOURCES LIMITED,LIN
LIVETILES LIMITED,LVT
LOCALITY PLANNING ENERGY HOLDINGS LIMITED,LPE
LODE RESOURCES LTD,LDR
LODESTAR MINERALS LIMITED,LSR
LONDON CITY EQUITIES LIMITED,LCE
MA FINANCIAL GROUP LIMITED,MAF
MAGMATIC RESOURCES LIMITED,MAG
MANY PEAKS MINERALS LTD,MPK
MERIDIAN ENERGY LIMITED,MEZ
METEORIC RESOURCES NL,MEI
MIDAS MINERALS LTD,MM1
MY REWARDS INTERNATIONAL LIMITED,MRI
NGE CAPITAL LIMITED,NGE
NYRADA INC.,NYR
ORION MINERALS LTD,ORN
OZAURUM RESOURCES LIMITED,OZM
OZZ RESOURCES LIMITED,OZZ
PACIFIC EDGE LIMITED,PEB
PACIFIC SMILES GROUP LIMITED,PSQ
PAINCHEK LTD,PCK
PENINSULA ENERGY LIMITED,PEN
PERPETUAL CREDIT INCOME TRUST,PCI
POINTERRA LIMITED,3DP
PREDICTIVE DISCOVERY LIMITED,PDI
PROGRESS 2019-1 TRUST,POX
PROTEOMICS INTERNATIONAL LABORATORIES LTD,PIQ
PROVINCE RESOURCES LTD,PRL
QUALITAS REAL ESTATE INCOME FUND,QRI
RAIZ INVEST LIMITED,RZI
RAM ESSENTIAL SERVICES PROPERTY FUND,REP
RED MOUNTAIN MINING LIMITED,RMX
REGIONAL EXPRESS HOLDINGS LIMITED,REX
RENEGADE EXPLORATION LIMITED,RNX
RESIMAC PREMIER SERIES 2020-1,RA2
RMA GLOBAL LIMITED,RMY
SAGALIO ENERGY LIMITED,SAN
SCENTRE GROUP,SCG
SELECT HARVESTS LIMITED,SHV
SERIES 2019-1 REDS TRUST,BA2
SERVCORP LIMITED,SRV
SONIC HEALTHCARE LIMITED,SHL
SOUTH32 LIMITED,S32
SPARC TECHNOLOGIES LIMITED,SPN
SPORTSHERO LIMITED,SHO
STELAR METALS LIMITED,SLB
STEP ONE CLOTHING LIMITED,STP
SUNSHINE METALS LIMITED,SHN
SUREFIRE RESOURCES NL,SRN
THINK TANK RESIDENTIAL SERIES 2024-1 TRUST,TT1
TOMBOLA GOLD LTD,TBA
TOYS'R'US ANZ LIMITED,TOY
TPG TELECOM LIMITED.,TPG
TRANSURBAN GROUP,TCL
TUAS LIMITED,TUA
UNICO SILVER LIMITED,USL
UNIVERSAL STORE HOLDINGS LIMITED,UNI
VICTOR GROUP HOLDINGS LIMITED,VIG
VIKING MINES LIMITED,VKA
VINYL GROUP LTD,VNL
WEEBIT NANO LTD,WBT
WESTFIELD UK & EUROPE FINANCE PLC,WEN
WESTPAC BANKING CORPORATION,WBC
WHITEHAVEN COAL LIMITED,WHC
WIDE OPEN AGRICULTURE LTD,WOA
XPON TECHNOLOGIES GROUP LIMITED,XPN
XSTATE RESOURCES LIMITED,XST
ZICOM GROUP LIMITED,ZGL
8COMMON LIMITED,8CO
ACCENT GROUP LIMITED,AX1
AEERIS LTD,AER
AF LEGAL GROUP LTD,AFL
AFT PHARMACEUTICALS LIMITED,AFP
ALDORO RESOURCES LIMITED,ARN
ALLIGATOR ENERGY LIMITED,AGE
ALTECH BATTERIES LTD,ATC
AMA GROUP LIMITED,AMA
AML3D LIMITED,AL3
ANTIPA MINERALS LIMITED,AZY
AROVELLA THERAPEUTICS LIMITED,ALA
AUCTUS INVESTMENT GROUP LIMITED,AVC
AUMEGA METALS LTD,AAM
AUSTCHINA HOLDINGS LIMITED,AUH
AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,AN3
AUSTRALIAN CLINICAL LABS LIMITED,ACL
AUSTRALIAN GOLD AND COPPER LTD,AGC
AVECHO BIOTECHNOLOGY LIMITED,AVE
AVIRA RESOURCES LTD,AVW
BABYLON PUMP & POWER LIMITED,BPP
BANNERMAN ENERGY LTD,BMN
BMG RESOURCES LIMITED,BMG
BRYAH RESOURCES LIMITED,BYH
BTC HEALTH LTD,BTC
CANDY CLUB HOLDINGS LIMITED,CLB
CAPRAL LIMITED,CAA
CARETEQ LIMITED,CTQ
CARNEGIE CLEAN ENERGY LIMITED,CCE
CASTILE RESOURCES LTD,CST
CATALYST METALS LIMITED,CYL
CEDAR WOODS PROPERTIES LIMITED,CWP
CENTURIA INDUSTRIAL REIT,CIP
CETTIRE LIMITED,CTT
CHAMPION IRON LIMITED,CIA
CHANGE FINANCIAL LIMITED,CCA
COLES GROUP LIMITED.,COL
"DATA#3 LIMITED",DTL
DGR GLOBAL LIMITED,DGR
DIMERIX LIMITED,DXB
DORSAVI LTD,DVL
DRIVER AUSTRALIA SEVEN TRUST,DAT
ECHOIQ LIMITED,EIQ
ECLIPSE METALS LIMITED.,EPM
ECS BOTANICS HOLDINGS LTD,ECS
EMBELTON LIMITED,EMB
EMIRATES NBD PJSC,EMI
EMVISION MEDICAL DEVICES LTD,EMV
ENECO REFRESH LTD,ERG
ENEGEX LIMITED,ENX
EQUATORIAL RESOURCES LIMITED,EQX
FLEETPARTNERS GROUP LIMITED,FPR
FLETCHER BUILDING LIMITED,FBU
FLUENCE CORPORATION LIMITED,FLC
GALILEE ENERGY LIMITED,GLL
GBM RESOURCES LIMITED,GBZ
GENTRACK GROUP LIMITED,GTK
GLADIATOR RESOURCES LIMITED,GLA
GROUP 6 METALS LIMITED,G6M
HARANGA RESOURCES LIMITED.,HAR
HEALIUS LIMITED,HLS
HELLOWORLD TRAVEL LIMITED,HLO
HOMECO DAILY NEEDS REIT,HDN
HORIZON GOLD LIMITED,HRN
HUBIFY LIMITED,HFY
IDENTITII LIMITED,ID8
ILTANI RESOURCES LIMITED.,ILT
IMPERIAL PACIFIC LIMITED,IPC
IPERIONX LIMITED,IPX
ISLAND PHARMACEUTICALS LIMITED,ILA
JOYCE CORPORATION LTD,JYC
KEYBRIDGE CAPITAL LIMITED,KBC
KINGFISHER TRUST 2016-1,KIG
KNEOMEDIA LIMITED,KNM
LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2022-2,LT9
LACHLAN STAR LIMITED,LSA
LEO LITHIUM LIMITED,LLL
LEPIDICO LTD,LPD
LINCOLN MINERALS LIMITED,LML
LION SERIES 2023-1 TRUST,LN2
LITHIUM ENERGY LIMITED,LEL
LOTUS RESOURCES LIMITED,LOT
MANTLE MINERALS LIMITED,MTL
MEC RESOURCES LIMITED,MMR
MEDALLION METALS LIMITED.,MM8
METRO FINANCE 2021-1 TRUST SERIES 1,MF1
METRO FINANCE 2022-1 TRUST - SERIES 1,MF2
MINERALS 260 LIMITED,MI6
NARRYER METALS LIMITED,NYM
NAVIGATOR GLOBAL INVESTMENTS LIMITED,NGI
NEOMETALS LTD,NMT
NEUROSCIENTIFIC BIOPHARMACEUTICALS LTD,NSB
NEUROTECH INTERNATIONAL LIMITED,NTI
NEW AGE EXPLORATION LIMITED,NAE
NICKELSEARCH LIMITED,NIS
NOVA MINERALS LIMITED,NVA
NOVIQTECH LIMITED,NVQ
NTAW HOLDINGS LIMITED,NTD
OCEANIA HEALTHCARE LIMITED,OCA
PANORAMA AUTO TRUST 2023-1,PA1
PARABELLUM RESOURCES LIMITED,PBL
PARKWAY CORPORATE LIMITED,PWN
POLYMETALS RESOURCES LTD,POL
PROPELL HOLDINGS LIMITED,PHL
PURE HYDROGEN CORPORATION LIMITED,PH2
PURSUIT MINERALS LTD,PUR
RED METAL LIMITED,RDM
RENASCOR RESOURCES LIMITED,RNU
RIEDEL RESOURCES LIMITED,RIE
RIO TINTO LIMITED,RIO
RPMGLOBAL HOLDINGS LIMITED,RUL
SANDFIRE RESOURCES LIMITED,SFR
SAVANNAH GOLDFIELDS LIMITED,SVG
SERIES 2015-1 WST TRUST,WEJ
SILK LOGISTICS HOLDINGS LIMITED,SLH
SIMBLE SOLUTIONS LIMITED,SIS
SIPA RESOURCES LIMITED,SRI
SIREN GOLD LIMITED,SNG
SOMERSET MINERALS LIMITED,SMM
SOUTHERN CROSS ELECTRICAL ENGINEERING LTD,SXE
SPDR S&P/ASX 50 FUND,SFY
SPORTS ENTERTAINMENT GROUP LIMITED,SEG
ST BARBARA LIMITED,SBM
STRICKLAND METALS LIMITED,STK
SUMMIT MINERALS LIMITED,SUM
SUNSTONE METALS LTD,STM
SUVO STRATEGIC MINERALS LIMITED,SUV
SYNERTEC CORPORATION LIMITED,SOP
TALIUS GROUP LIMITED,TAL
TAMBORAN RESOURCES CORPORATION,TBN
TELSTRA GROUP LIMITED,TLS
THE AGENCY GROUP AUSTRALIA LTD,AU1
THE AUSTRALIAN WEALTH ADVISORS GROUP LIMITED,WAG
THE ORIGINAL JUICE CO. LTD,OJC
THORNEY TECHNOLOGIES LTD,TEK
THRIVE TRIBE TECHNOLOGIES LIMITED,1TT
TISSUE REPAIR LTD,TRP
TOLU MINERALS LIMITED.,TOK
TORO ENERGY LIMITED,TOE
TORQUE METALS LIMITED..,TOR
TRITON BOND TRUST 2021-1 IN RESPECT OF SERIES 1,TT6
UNITED OVERSEAS AUSTRALIA LIMITED,UOS
VANADIUM RESOURCES LIMITED,VR8
VICINITY CENTRES TRUST,VCD
VIP GLOVES LTD,VIP
VISIONEERING TECHNOLOGIES INC.,VTI
VYSARN LIMITED,VYS
WESTAR RESOURCES LIMITED,WSR
WESTERN MINES GROUP LTD,WMG
WESTSTAR INDUSTRIAL LIMITED,WSI
WINCHESTER ENERGY LTD,WEL
WRKR LTD,WRK
ZIP CO LIMITED..,ZIP
3P LEARNING LIMITED..,3PL
ADHERIUM LIMITED,ADR
AIMS PROPERTY SECURITIES FUND,APW
AKORA RESOURCES LIMITED,AKO
ALBION RESOURCES LIMITED,ALB
ALICE QUEEN LIMITED,AQX
ALLIANCE AVIATION SERVICES LIMITED,AQZ
AMCOR PLC,AMC
AMPOL LIMITED,ALD
APA INFRASTRUCTURE LIMITED,AP2
APIAM ANIMAL HEALTH LIMITED,AHX
ARTEMIS RESOURCES LIMITED,ARV
AUCKLAND INTERNATIONAL AIRPORT LIMITED,AIA
AUMAKE LIMITED.,AUK
AURELIA METALS LIMITED,AMI
AURIZON HOLDINGS LIMITED,AZJ
AURORA ENERGY METALS LIMITED,1AE
AUSTRALIAN AGRICULTURAL COMPANY LIMITED.,AAC
AUSTRALIAN FINANCE GROUP LTD,AFG
AUSTRALIAN FOUNDATION INVESTMENT COMPANY LIMITED,AFI
AUSTRALIAN VANADIUM LIMITED,AVL
AUSWIDE BANK LTD,ABA
AVADA GROUP LIMITED,AVD
AVITA MEDICAL INC.,AVH
AXP ENERGY LIMITED,AXP
BABY BUNTING GROUP LIMITED,BBN
BELARAROX LIMITED,BRX
BLACK DRAGON GOLD CORP.,BDG
BRIGHTSTAR RESOURCES LIMITED,BTR
CADENCE CAPITAL LIMITED,CDM
CENTREPOINT ALLIANCE LIMITED,CAF
CHILWA MINERALS LTD,CHW
CITIGOLD CORPORATION LIMITED,CTO
COMET RIDGE LIMITED,COI
CORPORATE TRAVEL MANAGEMENT LIMITED,CTD
COVENTRY GROUP LIMITED,CYG
CYCLIQ GROUP LTD,CYQ
DEXUS CONVENIENCE RETAIL REIT,DXC
DJERRIWARRH INVESTMENTS LIMITED,DJW
DOMINO'S PIZZA ENTERPRISES LIMITED,DMP
DRONESHIELD LIMITED,DRO
DUG TECHNOLOGY LTD,DUG
DUKETON MINING LIMITED,DKM
ELMORE LTD,ELE
EUROZ HARTLEYS GROUP LIMITED,EZL
FARM PRIDE FOODS LIMITED,FRM
FINEOS CORPORATION HOLDINGS PLC,FCL
FIREFLY METALS LTD,FFM
FITZROY RIVER CORPORATION LTD,FZR
FREIGHTWAYS GROUP LIMITED,FRW
FSA GROUP LIMITED,FSA
GIBB RIVER DIAMONDS LIMITED,GIB
GLOBAL DATA CENTRE GROUP,GDC
GLOBAL MASTERS FUND LIMITED,GFL
GOWING BROS LIMITED,GOW
GREAT BOULDER RESOURCES LIMITED,GBR
GREEN CRITICAL MINERALS LIMITED,GCM
GREEN TECHNOLOGY METALS LIMITED,GT1
GUZMAN Y GOMEZ LIMITED,GYG
HASTINGS TECHNOLOGY METALS LTD,HAS
HUDSON INVESTMENT GROUP LIMITED,HGL
ICON ENERGY LIMITED,ICN
IKEGPS GROUP LIMITED,IKE
INFINI RESOURCES LIMITED,I88
INFINITY MINING LIMITED,IMI
INHALERX LIMITED,IRX
INNLANZ LIMITED,INL
INTEGRAL DIAGNOSTICS LIMITED,IDX
INTERNATIONAL FINANCE CORPORATION,IFX
IODM LIMITED,IOD
KALINA POWER LIMITED,KPO
KEY PETROLEUM LIMITED,KEY
KINGFISHER TRUST 2019-1,KI1
LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2021-2,LT7
LATITUDE AUSTRALIA CREDIT CARD LOAN NOTE TRUST,LCN
LYNAS RARE EARTHS LIMITED,LYC
MATSA RESOURCES LIMITED,MAT
MAYNE PHARMA GROUP LIMITED,MYX
METGASCO LTD,MEL
MOSAIC BRANDS LIMITED,MOZ
MOTIO LTD,MXO
MOVE LOGISTICS GROUP LIMITED,MOV
NAOS EMERGING OPPORTUNITIES COMPANY LIMITED,NCC
NATIONAL RMBS TRUST 2022-1 IN RESPECT OF SERIES 2022-1,NRP
NELSON RESOURCES LIMITED.,NES
NEXT SCIENCE LIMITED,NXS
NEXUS MINERALS LIMITED,NXM
NORFOLK METALS LIMITED,NFL
OBJECTIVE CORPORATION LIMITED,OCL
OLDFIELDS HOLDINGS LIMITED,OLH
OLIVER'S REAL FOOD LIMITED,OLI
OLYMPIO METALS LIMITED,OLY
ONCOSIL MEDICAL LTD,OSL
ONE CLICK GROUP LIMITED,1CG
OSTEOPORE LIMITED,OSX
PANORAMA AUTO TRUST 2023-3,PA3
PATERSON RESOURCES LTD,PSL
PEET LIMITED,PPC
PERPETUAL EQUITY INVESTMENT COMPANY LIMITED,PIC
PINNACLE INVESTMENT MANAGEMENT GROUP LIMITED,PNI
PROGRESS 2023-1 TRUST,POE
QANTM INTELLECTUAL PROPERTY LIMITED,QIP
SALTER BROTHERS EMERGING COMPANIES LIMITED,SB2
SANTOS LIMITED,STO
SHAVER SHOP GROUP LIMITED,SSG
SHEKEL BRAINWEIGH LTD,SBW
SINGULAR HEALTH GROUP LTD,SHG
SOUTHERN CROSS MEDIA GROUP LIMITED,SXL
SOUTHERN PALLADIUM LIMITED,SPD
SYRAH RESOURCES LIMITED,SYR
TEAMINVEST PRIVATE GROUP LIMITED,TIP
TG METALS LIMITED,TG6
THE LOTTERY CORPORATION LIMITED,TLC
THE STAR ENTERTAINMENT GROUP LIMITED,SGR
TINYBEANS GROUP LTD,TNY
TMK ENERGY LIMITED,TMK
TPC CONSOLIDATED LIMITED,TPC
TREK METALS LIMITED,TKM
VERMILION BOND TRUST 2020 IN RESPECT OF SERIES 1,VT2
VICINITY CENTRES,VCX
VIRGIN MONEY UK PLC,VUK
VITA LIFE SCIENCES LIMITED..,VLS
VIVA ENERGY GROUP LIMITED,VEA
WAM ACTIVE LIMITED,WAA
WEA FINANCE LLC AND WESTFIELD UK & EUROPE FINANCE PLC,WEF
WHITEHAWK LIMITED,WHK
ZENITH MINERALS LIMITED,ZNC
ZEOTECH LIMITED,ZEO
ZULEIKA GOLD LIMITED,ZAG
4DS MEMORY LIMITED,4DS
ABACUS GROUP,ABG
ACCENT RESOURCES NL,ACS
ADISYN LTD,AI1
ADVANCED HEALTH INTELLIGENCE LTD,AHI
AERIS ENVIRONMENTAL LTD,AEI
AFG 2023-1 TRUST IN RESPECT OF SERIES 2023-1,AFT
AGUIA RESOURCES LIMITED,AGR
AIRTASKER LIMITED,ART
ALCHEMY RESOURCES LIMITED,ALY
ALCIDION GROUP LIMITED,ALC
ALCOA CORPORATION,AAI
ALGORAE PHARMACEUTICALS LIMITED,1AI
AMPLIA THERAPEUTICS LIMITED,ATX
APOLLO SERIES 2018-1 TRUST,AO3
ARGENT MINERALS LIMITED,ARD
ASF GROUP LIMITED,AFA
ATLANTIC LITHIUM LIMITED,A11
AUGUSTUS MINERALS LIMITED,AUG
AURA ENERGY LIMITED,AEE
AURIC MINING LIMITED,AWJ
AUSNET SERVICES HOLDINGS PTY LTD,ANV
AUSTRALIAN UNITY OFFICE FUND,AOF
BAILADOR TECHNOLOGY INVESTMENTS LIMITED,BTI
BANK OF QUEENSLAND LIMITED.,BOQ
BEAM COMMUNICATIONS HOLDINGS LIMITED,BCC
BENTLEY CAPITAL LIMITED,BEL
BERKELEY ENERGIA LIMITED,BKY
BESTON GLOBAL FOOD COMPANY LIMITED,BFC
BOOKTOPIA GROUP LIMITED,BKG
BRAZILIAN RARE EARTHS LIMITED,BRE
BRISBANE BRONCOS LIMITED,BBL
CANYON RESOURCES LIMITED,CAY
CAPITOL HEALTH LIMITED,CAJ
CASTLE MINERALS LIMITED,CDT
CENTAURUS METALS LIMITED,CTM
CHARTER HALL GROUP,CHC
CLEARVUE TECHNOLOGIES LIMITED,CPV
COOPER ENERGY LIMITED,COE
COOPER METALS LIMITED,CPM
COPPER STRIKE LIMITED,CSE
COUNT LIMITED,CUP
CPT GLOBAL LIMITED,CGO
CRYOSITE LIMITED,CTE
DALAROO METALS LTD,DAL
DE GREY MINING LIMITED,DEG
DESERT METALS LIMITED,DM1
DYNAMIC GROUP HOLDINGS LIMITED,DDB
ECOGRAF LIMITED,EGR
EDU HOLDINGS LIMITED,EDU
ENVIRONMENTAL GROUP LIMITED (THE),EGL
FIRSTMAC MORTGAGE FUNDING TRUST NO. 4 SERIES 1-2020,FM3
FORTESCUE LTD,FMG
FREEHILL MINING LIMITED.,FHS
GENESIS RESOURCES LIMITED,GES
GODOLPHIN RESOURCES LIMITED,GRL
HIGHCOM LIMITED,HCL
HIGHFIELD RESOURCES LIMITED,HFR
HORIZON OIL LIMITED,HZN
IGNITE LIMITED,IGN
IMAGION BIOSYSTEMS LIMITED,IBX
INDUSTRIAL MINERALS LTD,IND
INTELLIGENT MONITORING GROUP LIMITED,IMB
JCURVE SOLUTIONS LTD,JCS
JOHNS LYNG GROUP LIMITED,JLG
KAISER REEF LIMITED,KAU
KEYPATH EDUCATION INTERNATIONAL INC.,KED
KINA SECURITIES LIMITED,KSL
KINGSGATE CONSOLIDATED LIMITED.,KCN
KOGAN.COM LTD,KGN
LA TROBE FINANCIAL CAPITAL MARKETS TRUST 2024-1,LR3
LAND & HOMES GROUP LIMITED,LHM
LATITUDE 66 LIMITED,LAT
LOWELL RESOURCES FUND,LRT
LUNNON METALS LIMITED,LM8
LYKOS METALS LIMITED,LYK
MAAS GROUP HOLDINGS LIMITED,MGH
MATRIX COMPOSITES & ENGINEERING LIMITED,MCE
MAXIMUS RESOURCES LIMITED,MXR
MEDICAL DEVELOPMENTS INTERNATIONAL LIMITED,MVP
METALSTECH LIMITED,MTC
MINBOS RESOURCES LIMITED,MNB
MINERAL COMMODITIES LTD,MRC
MORPHIC ETHICAL EQUITIES FUND LIMITED,MEC
MOUNT BURGESS MINING NL,MTB
MYER HOLDINGS LIMITED,MYR
NEWPEAK METALS LIMITED,NPM
NEXTDC LIMITED,NXT
NIGHTINGALE INTELLIGENT SYSTEMS INC,NGL
NORDIC NICKEL LIMITED,NNL
NORWOOD SYSTEMS LIMITED,NOR
OMEGA OIL & GAS LIMITED,OMA
PERSEUS MINING LIMITED,PRU
PROVARIS ENERGY LTD,PV1
PURE RESOURCES LIMITED,PR1
RAND MINING LIMITED,RND
RAREX LIMITED,REE
RECCE PHARMACEUTICALS LTD,RCE
RECTIFIER TECHNOLOGIES LTD,RFT
REDIVIUM LIMITED,RIL
RURAL FUNDS GROUP,RFF
S2 RESOURCES LTD,S2R
SAFEROADS HOLDINGS LIMITED,SRH
SAUNDERS INTERNATIONAL LIMITED,SND
SCHROLE GROUP LTD,SCL
SCORPION MINERALS LIMITED,SCN
SERIES 2021-1 WST TRUST,WSE
SHEFFIELD RESOURCES LIMITED,SFX
SKS TECHNOLOGIES GROUP LIMITED,SKS
SPDR S&P/ASX 200 FUND,STW
ST GEORGE MINING LIMITED,SGQ
STAR MINERALS LIMITED,SMS
SULTAN RESOURCES LTD,SLZ
TALI DIGITAL LIMITED,TD1
TELIX PHARMACEUTICALS LIMITED,TLX
TEMPEST MINERALS LIMITED,TEM
TURNERS AUTOMOTIVE GROUP LIMITED,TRA
VDM GROUP LIMITED,VMG
VULCAN STEEL LIMITED,VSL
WOTSO PROPERTY,WOT
XERO LIMITED,XRO
360 CAPITAL REIT,TOT
ACTIVEX LIMITED,AIV
AD1 HOLDINGS LIMITED,AD1
ADVANCED BRAKING TECHNOLOGY LTD,ABV
AINSWORTH GAME TECHNOLOGY LIMITED,AGI
ALTIUM LIMITED,ALU
APM HUMAN SERVICES INTERNATIONAL LIMITED,APM
APOLLO MINERALS LIMITED,AON
ARC FUNDS LIMITED,ARC
ASSET VISION CO LTD,ASV
AUSTRALIAN SILICA QUARTZ GROUP LTD,ASQ
BASE RESOURCES LIMITED,BSE
BEAMTREE HOLDINGS LIMITED,BMT
BENJAMIN HORNIGOLD LIMITED,BHD
BETMAKERS TECHNOLOGY GROUP LTD,BET
BHP GROUP LIMITED,BHP
BLACK CANYON LIMITED,BCA
BLUESCOPE STEEL LIMITED,BSL
BUBS AUSTRALIA LIMITED,BUB
BURGUNDY DIAMOND MINES LIMITED,BDM
